Model,frame,Prompt_Style,Sample_Size,ev_a,p_a,ev_b,p_b,y_a,y_b,x_a,x_b,ratio_a_False,ratio_a_True,n_valid_False,n_valid_True,average_first_option_rate,n_valid_total
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,0.7,0.3,10.0,10.0,0.7,20.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,0.6,0.7,10.0,10.0,0.45,20.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,0.6,0.5555555555555556,10.0,9.0,0.5222222222222221,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,3500.0,0.7,0.0,0.0,3500.0,5000.0,0.3,0.7777777777777778,10.0,9.0,0.261111111111111,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.8,10.0,10.0,0.0999999999999999,20.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.0,0.5714285714285714,9.0,7.0,0.2142857142857143,16.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,0.6,0.15,0.84,0.12,0.0,0.0,4.0,7.0,0.5555555555555556,0.7,9.0,10.0,0.4277777777777778,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.5,0.5714285714285714,10.0,7.0,0.4642857142857143,17.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,0.88,0.22,0.56,0.08,0.0,0.0,4.0,7.0,0.6,0.5555555555555556,10.0,9.0,0.5222222222222221,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,0.96,0.24,0.77,0.11,0.0,0.0,4.0,7.0,0.7,0.6666666666666666,10.0,9.0,0.5166666666666666,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,29.0,0.29,32.64,0.34,0.0,0.0,100.0,96.0,0.5,0.7,10.0,10.0,0.4,20.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,33.0,0.33,32.64,0.34,0.0,0.0,100.0,96.0,0.6,0.5555555555555556,10.0,9.0,0.5222222222222221,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,37.0,0.37,37.44,0.39,0.0,0.0,100.0,96.0,0.3,0.5,10.0,10.0,0.4,20.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,39.0,0.39,30.72,0.32,0.0,0.0,100.0,96.0,0.6666666666666666,0.4,9.0,10.0,0.6333333333333333,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3600.0,0.72,0.0,0.0,3500.0,5000.0,0.375,0.3,8.0,10.0,0.5375,18.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3650.0,0.73,0.0,0.0,3500.0,5000.0,0.5,0.4444444444444444,10.0,9.0,0.5277777777777778,19.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.4,0.5,10.0,10.0,0.45,20.0
allenai/Olmo-3-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3900.0,0.78,0.0,0.0,3500.0,5000.0,0.1111111111111111,0.7,9.0,10.0,0.2055555555555555,19.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,0.75,7.0,8.0,0.625,15.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.6470588235294118,0.5882352941176471,17.0,17.0,0.5294117647058824,34.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.5,1.0,8.0,9.0,0.25,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.3333333333333333,0.7,9.0,10.0,0.3166666666666666,19.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.3333333333333333,0.5,9.0,8.0,0.4166666666666666,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.7777777777777778,0.7142857142857143,9.0,7.0,0.5317460317460317,16.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.5,0.7777777777777778,8.0,9.0,0.3611111111111111,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.5555555555555556,0.75,9.0,8.0,0.4027777777777778,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,1.0,0.4444444444444444,9.0,9.0,0.7777777777777778,18.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.3333333333333333,6.0,3.0,0.8333333333333334,9.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,0.875,0.875,8.0,8.0,0.5,16.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,1.0,0.125,9.0,8.0,0.9375,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.5714285714285714,0.7,7.0,10.0,0.4357142857142857,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,0.7777777777777778,0.375,9.0,8.0,0.7013888888888888,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,0.3333333333333333,0.5,6.0,6.0,0.4166666666666666,12.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.7777777777777778,1.0,9.0,8.0,0.3888888888888889,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.5,0.75,10.0,8.0,0.375,18.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.5,0.8571428571428571,10.0,7.0,0.3214285714285714,17.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.5555555555555556,0.6666666666666666,9.0,9.0,0.4444444444444445,18.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,0.625,0.8,8.0,10.0,0.4125,18.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,0.3333333333333333,0.5555555555555556,9.0,9.0,0.3888888888888888,18.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.875,0.6,8.0,10.0,0.6375,18.0
allenai/Olmo-3-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,1.0,0.8,9.0,10.0,0.6,19.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.6666666666666666,0.5,9.0,10.0,0.5833333333333333,19.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.5789473684210527,0.65,19.0,20.0,0.4644736842105263,39.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,0.9,10.0,10.0,0.55,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.6666666666666666,0.7777777777777778,9.0,9.0,0.4444444444444444,18.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.7,0.875,10.0,8.0,0.4125,18.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.7,0.4,10.0,10.0,0.6499999999999999,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.6666666666666666,0.8,9.0,10.0,0.4333333333333333,19.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.8,0.9,10.0,10.0,0.45,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,0.6,0.9,10.0,10.0,0.35,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.8,0.9,10.0,10.0,0.45,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,0.5,0.9,10.0,10.0,0.3,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,0.8,0.3333333333333333,10.0,9.0,0.7333333333333334,19.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,1.0,0.8,10.0,10.0,0.6,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,0.6666666666666666,0.75,9.0,8.0,0.4583333333333333,17.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,0.8888888888888888,0.5555555555555556,9.0,9.0,0.6666666666666666,18.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.7,0.8,10.0,10.0,0.4499999999999999,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.7,0.9,10.0,10.0,0.3999999999999999,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.7,0.7777777777777778,10.0,9.0,0.4611111111111111,19.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.8,0.7777777777777778,10.0,9.0,0.5111111111111111,19.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,0.9,0.8888888888888888,10.0,9.0,0.5055555555555555,19.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,0.6666666666666666,0.6666666666666666,9.0,9.0,0.5,18.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.9,0.7,10.0,10.0,0.6000000000000001,20.0
allenai/Olmo-3-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,0.7777777777777778,0.5555555555555556,9.0,9.0,0.6111111111111112,18.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.875,0.5555555555555556,8.0,9.0,0.6597222222222222,17.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.3,0.7,20.0,20.0,0.3,40.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.8,0.9,10.0,10.0,0.45,20.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.5,0.7,10.0,10.0,0.4,20.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.7,0.8,10.0,10.0,0.4499999999999999,20.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.6666666666666666,0.7,9.0,10.0,0.4833333333333333,19.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.6666666666666666,0.7,9.0,10.0,0.4833333333333333,19.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.8,0.9,10.0,10.0,0.45,20.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,0.5555555555555556,0.8888888888888888,9.0,9.0,0.3333333333333333,18.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.7777777777777778,1.0,9.0,9.0,0.3888888888888889,18.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,0.7,0.8,10.0,10.0,0.4499999999999999,20.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,0.6666666666666666,0.7,9.0,10.0,0.4833333333333333,19.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,1.0,0.6666666666666666,8.0,9.0,0.6666666666666667,17.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,0.5,0.75,8.0,8.0,0.375,16.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,0.8571428571428571,0.7,7.0,10.0,0.5785714285714285,17.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.6666666666666666,0.7777777777777778,9.0,9.0,0.4444444444444444,18.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.5555555555555556,0.8,9.0,10.0,0.3777777777777777,19.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.75,1.0,8.0,10.0,0.375,18.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.75,0.8,8.0,10.0,0.475,18.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,0.6666666666666666,0.8,9.0,10.0,0.4333333333333333,19.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,0.5555555555555556,0.5555555555555556,9.0,9.0,0.5,18.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.7777777777777778,0.6,9.0,10.0,0.5888888888888889,19.0
allenai/Olmo-3-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,0.8333333333333334,0.5,6.0,8.0,0.6666666666666667,14.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,0.8571428571428571,0.5714285714285714,7.0,7.0,0.6428571428571428,14.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.6470588235294118,0.5384615384615384,17.0,13.0,0.5542986425339367,30.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,0.9,0.5555555555555556,10.0,9.0,0.6722222222222223,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,1.0,0.375,9.0,8.0,0.8125,17.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,35.0,0.35,33.6,0.35,0.0,0.0,100.0,96.0,0.8888888888888888,0.5,9.0,8.0,0.6944444444444444,17.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,0.4,0.4,10.0,10.0,0.5,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,0.7142857142857143,0.7,7.0,10.0,0.5071428571428571,17.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,0.4444444444444444,0.4,9.0,5.0,0.5222222222222221,14.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,3500.0,1.0,3500.0,0.7,0.0,0.0,3500.0,5000.0,0.4,0.5,10.0,8.0,0.45,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.25,0.2222222222222222,8.0,9.0,0.5138888888888888,17.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.4444444444444444,0.875,9.0,8.0,0.2847222222222222,17.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,0.6,0.15,0.84,0.12,0.0,0.0,4.0,7.0,0.7777777777777778,0.6666666666666666,9.0,9.0,0.5555555555555556,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.8333333333333334,0.8571428571428571,6.0,7.0,0.4880952380952381,13.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,0.88,0.22,0.56,0.08,0.0,0.0,4.0,7.0,0.6666666666666666,0.7777777777777778,6.0,9.0,0.4444444444444444,15.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,0.96,0.24,0.77,0.11,0.0,0.0,4.0,7.0,0.625,0.9,8.0,10.0,0.3625,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,29.0,0.29,32.64,0.34,0.0,0.0,100.0,96.0,0.6,0.8571428571428571,5.0,7.0,0.3714285714285714,12.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,33.0,0.33,32.64,0.34,0.0,0.0,100.0,96.0,0.6666666666666666,0.75,6.0,4.0,0.4583333333333333,10.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,37.0,0.37,37.44,0.39,0.0,0.0,100.0,96.0,0.75,0.5555555555555556,4.0,9.0,0.5972222222222222,13.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,39.0,0.39,30.72,0.32,0.0,0.0,100.0,96.0,0.8333333333333334,0.8333333333333334,6.0,6.0,0.5,12.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,3500.0,1.0,3600.0,0.72,0.0,0.0,3500.0,5000.0,0.3333333333333333,0.3333333333333333,9.0,9.0,0.5,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,3500.0,1.0,3650.0,0.73,0.0,0.0,3500.0,5000.0,0.625,0.0,8.0,7.0,0.8125,15.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.3333333333333333,0.5555555555555556,9.0,9.0,0.3888888888888888,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,math_reasoning_one,100.0,3500.0,1.0,3900.0,0.78,0.0,0.0,3500.0,5000.0,0.4444444444444444,0.5714285714285714,9.0,7.0,0.4365079365079365,16.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,0.8888888888888888,0.7777777777777778,9.0,9.0,0.5555555555555556,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.65,0.7368421052631579,20.0,19.0,0.4565789473684211,39.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.8,10.0,10.0,0.6,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,0.8,0.3,10.0,10.0,0.75,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,35.0,0.35,33.6,0.35,0.0,0.0,100.0,96.0,0.8,0.3,10.0,10.0,0.75,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,0.7,0.2222222222222222,10.0,9.0,0.7388888888888889,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,0.8888888888888888,0.6,9.0,10.0,0.6444444444444444,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,0.6,0.8,10.0,10.0,0.3999999999999999,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,3500.0,1.0,3500.0,0.7,0.0,0.0,3500.0,5000.0,0.4444444444444444,0.8888888888888888,9.0,9.0,0.2777777777777778,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.8888888888888888,10.0,9.0,0.0555555555555555,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.1111111111111111,0.75,9.0,8.0,0.1805555555555555,17.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,0.6,0.15,0.84,0.12,0.0,0.0,4.0,7.0,0.7,0.8,10.0,10.0,0.4499999999999999,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,1.0,0.8888888888888888,10.0,9.0,0.5555555555555556,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,0.88,0.22,0.56,0.08,0.0,0.0,4.0,7.0,0.7777777777777778,0.3333333333333333,9.0,9.0,0.7222222222222223,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,0.96,0.24,0.77,0.11,0.0,0.0,4.0,7.0,0.5555555555555556,0.5,9.0,10.0,0.5277777777777778,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,29.0,0.29,32.64,0.34,0.0,0.0,100.0,96.0,0.8,0.8,10.0,10.0,0.5,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,33.0,0.33,32.64,0.34,0.0,0.0,100.0,96.0,0.7,0.6666666666666666,10.0,9.0,0.5166666666666666,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,37.0,0.37,37.44,0.39,0.0,0.0,100.0,96.0,0.9,0.7777777777777778,10.0,9.0,0.5611111111111111,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,39.0,0.39,30.72,0.32,0.0,0.0,100.0,96.0,1.0,0.5,10.0,10.0,0.75,20.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,3500.0,1.0,3600.0,0.72,0.0,0.0,3500.0,5000.0,0.8,0.7777777777777778,10.0,9.0,0.5111111111111111,19.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,3500.0,1.0,3650.0,0.73,0.0,0.0,3500.0,5000.0,0.8,0.5,10.0,8.0,0.65,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.4,0.875,10.0,8.0,0.2625,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,no_explanation,100.0,3500.0,1.0,3900.0,0.78,0.0,0.0,3500.0,5000.0,0.7,0.5,10.0,8.0,0.6,18.0
allenai/Olmo-3-7B-Instruct-DPO,gain,one_sentence_reasoning,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,0.8888888888888888,0.8571428571428571,9.0,7.0,0.5158730158730158,16.0
